Date,XLM-USD,BCH-USD,ADA-USD,CL=F,LTC-USD,BTC-USD,XRP-USD,MANA-USD,AAPL,BAT-USD,USDT-USD,ETH-USD,FIL-USD,BNT-USD,BNB-USD,ZEC-USD,^GDAXI,XMR-USD,^IXIC,DOGE-USD,DASH-USD,MIOTA-USD,TSLA,TRX-USD,THETA-USD
2018-01-30,-0.1690783545427239,-0.11259758639042938,-0.14648654373206849,-0.01616836534985855,-0.09021049800615155,-0.10535219581524113,-0.1400409374834778,-0.15744230740580722,-0.0058943078878633814,-0.16109730368057218,-0.00887454172983737,-0.09407454701708307,-0.014966436403999195,-0.11616872586668636,-0.11859453954326449,-0.14520466870712456,-0.009514105131148365,-0.1345806473566009,-0.008575597971032023,-0.13535237548442658,-0.11824626745101896,-0.13881050617336654,-0.01061421081492886,-0.15999750003906188,-0.23170283978912776
2018-01-31,0.10241847204522414,0.011111465407866561,-0.023684324316194605,0.0035659379844961148,-0.011647202185149697,0.011359231985499152,0.02092994659921299,0.12662010432322512,0.0027549380128166767,0.015148748696865999,0.003839892304604353,0.0440469912893533,0.015528212966038346,0.033437275412643075,-0.009394970979583528,0.0375722735767543,-0.000623554542744098,-0.004112836611787407,0.001215808759269299,-0.0023240371845949515,0.030357081177174505,0.040288269123293974,0.024550329296305407,0.012890385223489176,0.006393096569161871
2018-02-01,-0.15439507814974884,-0.1429426769000126,-0.18802268372760267,0.016530201612998674,-0.1288881075584246,-0.10278341961122761,-0.171938850127754,-0.20248446230146266,0.002090473730656406,-0.10639087928983781,-0.0033677547830196497,-0.07289572274159428,-0.04794095695108935,-0.07073830859581709,-0.14617855540601155,0.007190629581375729,-0.014070309928899793,-0.11698533493148244,-0.003456815247310452,-0.16322795341098173,-0.11530135799354757,-0.17386651647423257,-0.014281307329739423,-0.15108164689462678,-0.11612415465395565
2018-02-02,-0.11256312232312049,-0.06529600389775503,-0.07384412529169593,-0.005319239879062132,-0.07672684055307233,-0.03705234779576316,-0.0807725473491735,-0.06528648318885355,-0.04339015377279776,-0.09922649733580924,0.003858394490439565,-0.1167112543989246,0.05342021115366058,-0.09635697449182012,0.014339249083633154,-0.042902864249827255,-0.0168211250796253,-0.02214010785201348,-0.01961987780541774,-0.11016106581825413,-0.04888007477285761,-0.05186067000902028,-0.015748003314187575,-0.1174205550868539,-0.10711771056625607
2018-02-03,0.061670061099796225,0.06830430006165145,0.12368193294309848,0.0,0.21975355604401847,0.038972924836508716,0.04437128157832859,0.11357559424805785,0.0,0.07776437629443111,0.010661652268439736,0.05266957901917868,-0.05089763124205193,0.04411822941685917,0.010089833604253418,0.013025686758723065,0.0,0.06772478742679655,0.0,0.1539664804469274,0.08603462985589383,0.10036781990652388,0.0,0.09002671634108661,0.0945296299541456
2018-02-04,-0.12283284037427689,-0.08418074263261299,-0.13566115815475488,0.0,-0.07628708892355696,-0.09786476104213537,-0.11724562601523958,-0.0933514836977587,0.0,-0.14059727312449288,0.0088084609161998,-0.13416434470166905,-0.05774350850374266,-0.14125525413611195,-0.13241870502416475,-0.10715334624866413,0.0,-0.12139685662348987,0.0,-0.14814097598760656,-0.13713815286168307,-0.12330288879617568,0.0,-0.14703633747076805,-0.19031583216813075
2018-02-05,-0.12204458276228625,-0.2385204644042267,-0.13691428752211288,-0.01986241496695551,-0.15331864833583442,-0.1596880737569495,-0.15189842381356933,-0.2614067648162822,-0.024984398753894133,-0.23454231343903054,-0.013683387286784865,-0.16381210671047797,-0.10105675046027285,-0.1982944355046219,-0.20731583327816305,-0.12483562869794984,-0.007639319399074029,-0.18801065868618627,-0.03776029424823302,-0.19686292339167988,-0.17916805821989923,-0.171365338195412,-0.030894560000000126,-0.2048875649170907,-0.22843847426458475
2018-02-06,0.11962547404526691,0.09816398514096636,0.1294616810896505,-0.011847279443576553,0.14091593966463045,0.11483809797509492,0.12228118282911637,0.2636475288338016,0.041791781154277396,0.21064635175388968,0.013833071700719124,0.1363577407295571,0.12846320979190184,0.1440643255944296,0.23621370821607068,0.22654434712212312,-0.02323785654706667,0.18275418832561696,0.02129163456457328,0.23436173223889045,0.17073147093981067,0.12312919050946913,0.0025215381761105604,0.20944265773681225,0.1711615510127371
2018-02-07,-0.07736016461216089,-0.016998026312354697,-0.07925831568641772,-0.02524054307052448,-0.03348458364829776,-0.017113772891410917,-0.06761781726522531,0.06744271781752365,-0.021407152057903334,-0.04607749282007356,-0.008603193774812001,-0.045458347632362894,-0.16084360404213538,-0.04115792382675121,-0.023385632506318754,-0.04843918126564761,0.0159586020685194,-0.02361877900588938,-0.008979901860437178,-0.014675533134602348,-0.01232353634797545,-0.014145073251272233,0.03302693405136581,-0.1023082405833653,-0.11314052299500343
2018-02-08,0.06266715381804899,0.3409328463604715,0.047399448372287045,-0.01035764670079864,0.08149605837436114,0.08453807821302473,0.11240304187762029,0.12591313448456298,-0.02751661163427921,0.09416787710726693,0.017485520271619537,0.08022927208864306,0.09180925288849662,0.0675300061791877,0.06182697736012677,0.23018967129069812,-0.026221475929027127,0.19273431989581913,-0.03897059049790441,0.06260181521992081,0.15904011742983126,0.11450300583669737,-0.08628984057971023,0.12151102424723637,0.0684218318199763
2018-02-09,0.10315349387317241,0.021446973854571727,0.09820406972831086,-0.03188881334787197,0.09690493964704472,0.05703048831320645,0.18523761802044802,0.15202498582463453,0.008121250821591985,0.03801800062219085,-0.016488207986966374,0.0807745377999678,-0.00785491427529661,0.09162495883759414,0.1320411843406435,0.0913184869232957,-0.012463780996527118,0.05342933960064289,0.014361484126036439,0.09505037231712676,0.05423589512288407,0.09793378003308195,-0.01525871561623704,0.30614023144996594,0.09370838240841262
2018-02-10,0.014431467980492219,-0.041764735141467724,0.03644005903953507,0.0,-0.05097282801414127,-0.013171607560337417,0.12186566194621284,-0.08331719597211462,0.0,-0.06646652129429642,0.0015866521639340547,-0.026531214908738554,0.006113543470223526,-0.0323300494272214,-0.04876336781611568,0.016181749114598798,0.0,-0.039945070097756497,0.0,-0.0021999999999999797,-0.005835497023991998,-0.049869517034283106,0.0,0.015239326217478366,-0.08394802781609856
2018-02-11,-0.09057504375012293,-0.03155152041935583,-0.08895168920250718,0.0,-0.0424376219696565,-0.05705588718161281,-0.062181295179035145,0.03215385969544937,0.0,-0.07660395321676261,-0.004432599382285574,-0.0531778341496979,-0.03633161558187814,-0.05289287242549734,-0.05953562943700119,-0.10190128105968599,0.0,-0.08217013191285094,0.0,-0.006614552014431729,-0.08528515921519575,-0.08521010932780071,0.0,-0.12932503747510216,-0.10331235737500855
2018-02-12,0.06930717152470911,0.05442496812163333,0.03933807322950278,0.0015202702445900051,0.08440827289052044,0.09798315085217069,0.0765316284257489,0.06535735909877793,0.04027877909906574,0.1402799965232715,0.0008396288820324838,0.06634301277988519,0.008180923822607378,0.055513531857824594,0.07094386960922039,0.06468152296356444,0.014477748896544629,0.07879814332615132,0.01563311945203938,0.10411622276029053,0.0699030907246001,0.09925790132379131,0.01710585658140573,0.08761585811655381,0.00023992528041261174
2018-02-13,0.037823929796359845,-0.04044680127486244,-0.02862495609070692,-0.0016866587673020073,-0.012453072272126664,-0.03677344506231539,-0.049583260099351656,-0.0848495521384488,0.010017748877499955,-0.08618192618760367,0.0010099091081805511,-0.026992961734841225,0.04276499364005204,-0.030672327502053065,-0.03600869726585332,-0.032684322704316426,-0.007023622057083068,-0.05202206409614507,0.004518760516564413,0.030336257309941494,-0.04042789038785044,-0.030061041446179826,0.02511642859405172,-0.059849076242518784,-0.016482339738372764
2018-02-14,0.10538851573497254,0.10575662114249607,0.06320148721987384,0.02382157499276194,0.33722120826039337,0.10424378253689692,0.11116302157853264,0.07084065881200408,0.018437386356027208,0.13873492433764878,-0.0003296373988613821,0.09263796186555084,0.02771362586605086,0.09370179434919867,0.15732219994258245,0.08198921996609831,0.011696811052350986,0.1788451648531708,0.018551389438530075,0.19368570415040787,0.14022780867045026,0.11977714342396761,-0.004171105352187343,0.05950733462496549,0.12231832553764121
2018-02-15,-0.0007314579808234134,0.009939320987185862,0.03139266530279072,0.012211254528424309,0.056557264232320215,0.070752679807224,0.0045899686410537655,0.10849002662833063,0.033578348176575235,0.04717905712611392,0.0046364299489392025,0.014525341994366281,0.021852642443292547,0.012118300039827945,0.05100667269196002,0.0061121330011597585,0.0005680910136003359,0.0961065171558968,0.015791721445481244,0.09167904903417545,0.036643422630012745,0.046157177517384795,0.036486690964806945,0.012190874259839779,0.10315871168024837
2018-02-16,0.004167070879891321,0.128208026134224,-0.013577026049911067,0.005542875774372291,0.02084053349747883,0.0066395181582417084,-0.007699283260380385,-0.01670498423084854,-0.003237250633279398,0.05062787343152242,-0.0032921892561242894,0.007720591455525394,-0.023974693888794585,0.009242094128562695,0.02474590846300906,-0.01074271149031425,0.00856865243782945,-0.022337986828185552,-0.002337232025754643,-0.042602422757588077,-0.007096614751115005,-0.010259860003010601,0.00425056106876287,0.12803251892635914,-0.010475440052904794
2018-02-17,0.051881013336377846,-0.0005217987537483593,0.03980337287338109,0.0,-0.0028636605484244626,0.0858714439680146,0.058829732080876385,0.05841532962133078,0.0,0.10004522881879319,0.0015966470412134282,0.03167194512154836,0.03594220827786687,0.05536507323285167,0.04353842308241673,0.0193553896264107,0.0,0.09844952554328068,0.0,0.0021324992891669226,0.06195933465300718,0.04398393497944331,0.0,0.0469980361875344,0.1828755874385899
2018-02-18,-0.05985701612482386,-0.04120824124293465,-0.08160606645184487,0.0,-0.0598304937106835,-0.050473816458430854,-0.07014224302478045,-0.10394658585629724,0.0,-0.11382709401655888,0.0014845073229052819,-0.051527765731230635,-0.012682035884069465,-0.0734431297050141,-0.0844276389518619,-0.08112214433316067,0.0,-0.07844563368488866,0.0,-0.0886650588735991,-0.07124989951823013,-0.09774685976262121,0.0,-0.09666023236333177,-0.000943651389932354
2018-02-19,0.005623902362127842,0.03180593780029817,0.015180826621163934,0.0,0.03393506541087499,0.06382797365818682,0.02138407439801515,0.002805104500019695,0.0,0.002804992934526629,-0.004556352530367458,0.02158622711973135,0.043681262331044524,0.03029305355882106,0.034880026909851924,0.04866944152168107,-0.005329309779973812,0.05456512571649674,0.0,0.04249688667496887,0.057234819160350225,0.052089272829109134,0.0,0.03902753699149297,0.021369526766054303
2018-02-20,-0.1118114860508862,-0.07560744508157635,-0.03242377488045123,0.003566828793774235,0.04390801764860042,0.01589270603895465,-0.048024326733192235,-0.0974627688913402,-0.003363591178499825,-0.08000873668067188,0.0,-0.051378129831894714,-0.06967135946666436,-0.058746147618980005,-0.10574410646731125,-0.07274618758781048,0.008259655182593084,-0.038225029411933065,-0.0007127808868262475,0.05928027474988795,-0.05995605592767106,-0.08289608732769949,-0.002146084831142425,-0.09081913779053974,-0.15066266124757033
2018-02-21,-0.013731421937960064,-0.0777244581805483,-0.03785320727917851,-0.0035541517430000003,-0.08374021656544506,-0.06254985590665996,-0.0679878104749142,-0.044935874490357186,-0.004538841802090632,-0.07159888084467647,0.00035978053387419884,-0.0507051997660698,-0.08182791318928029,-0.05537375730153127,-0.05287692172555747,-0.008584830821704581,-0.0013941620652696551,0.059826670650424685,-0.0022227522554131296,-0.07231463208345079,-0.021395742408736984,-0.08122143312868035,-0.004391044466617533,-0.048675871193529785,-0.11244729249889018
2018-02-22,-0.07641299005708657,-0.06799594458511671,-0.07290617685715939,0.017671854734111703,-0.08457387592865606,-0.06411363147605043,-0.07248643378406328,-0.011033511892791226,0.00835910406925322,-0.06000104488323421,0.003116976532763216,-0.04367918040799812,-0.005117307196285892,-0.046040835559602034,-0.05082301170796899,-0.08512398643429975,-0.00068803052959443,-0.12351556419289655,-0.0011277191254025487,-0.048928734234918725,-0.05582164941307377,-0.07507669890202462,0.038613814064577756,-0.0876177658142665,0.014971323196174335
2018-02-23,0.042401766148992825,0.04200114098517527,0.02186337389121884,0.012426302373745424,0.07168680787108994,0.02959516331834089,0.06059431634295631,0.03649236969321623,0.017391304347825987,0.05128182626603017,-0.0025097351831009362,0.0631658641337649,-0.007280070970347441,0.05604264733276265,0.08850823728132085,0.04659253260750673,0.001755740711183451,0.010425795359110257,0.017655853915043096,0.0621505032752836,-0.0020586352965935584,0.07830298405509017,0.016985917078517376,0.054113192702955226,0.006428318475064199
2018-02-24,-0.07021741691427674,-0.06094226328332064,-0.06456620845860206,0.0,0.0005398286588775836,-0.047376427228566276,-0.044503957030800345,-0.05447005841173591,0.0,-0.05465417502580783,0.0012680092255157316,-0.02739448232706443,-0.06390036582679737,-0.04172191336920661,-0.05676782455007223,-0.057748411967383007,0.0,-0.04171391303809735,0.0,-0.04873646209386284,-0.05802166445015511,0.01358284680489219,0.0,-0.04538775510204085,-0.03412402756848154
